16,,,,,,,,,,,,,,,,,,,,,,,,,
Id,Equipment Name,Short Name,Rarity,Level,Introductory Level,Total Value,Talent 1,Talent 2,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Slot,Slot Default,Image,Tags,Set,Manual Rarity,Manual Value
1785,St. Portia's Mail,,Legendary,18,12,18,2,-1,Arrogant Armor,Arrogant Armor,Mass Frenzy,,,,,,,,Divine Armor,,DivinePoertia,,0,,
1786,St. Sebanna's Armor,,Legendary,18,17,18,2,-1,Reliable Mail,Team Heal,Team Heal,,,,,,,,Divine Armor,,DivineSebanna,,0,,
1787,Polished Club,,Common,16,6,33,2,1,Able Bash,Able Bash,Trained Bludgeon,Lunging Strike,Limited Heal,Healing Rays,,,,,Divine Weapon,,DivineClubPolish,,0,,
1788,Quickmind Spear,,Common,15,15,30,2,1,Potent Stab,Puncturing Stab,Accelerated Thought,Accelerated Thought,Armor of Faith,Armor of Faith,,,,,Divine Weapon,,DivineSpearQuick,,0,,
1789,Medic's Cudgel,,Common,15,1,31,2,1,Powerful Bash,Able Bash,Able Bash,Limited Heal,Limited Heal,Help the Weak,,,,,Divine Weapon,,Divine Cudgel 1,,0,,
1790,Glinting Eye Hammer,,Common,18,6,36,2,2,Mighty Bludgeon,Mighty Bludgeon,Raging Strike,Powerful Bash,Healing Rays,Purge,,,,,Divine Weapon,,DivineHammer,,0,,
1791,Mendicant's Spear,,Common,18,17,36,2,2,Potent Stab,Potent Stab,Puncturing Stab,Puncturing Stab,Impenetrable Nimbus,Boosted Heal,,,,,Divine Weapon,,DivineMendicant,,0,,
1792,Enervating Spear,,Uncommon,3,3,6,0,0,Predictable Stab,Predictable Stab,Draining Touch,Draining Touch,Curse of Fragility,Curse of Fragility,,,,,Divine Weapon,,DivineEnervatingSpear,,0,,
1793,Witchdoctor's Axe,,Uncommon,3,1,6,0,0,Clumsy Chop,Clumsy Chop,Clumsy Chop,Light Heal,Misguided Heal,Misguided Heal,,,,,Divine Weapon,,DivineWitchaxe,,0,,
1794,Field Medic's Pike,,Uncommon,9,3,18,1,1,Predictable Stab,Predictable Stab,Predictable Stab,Healing Pulse,Help the Weak,Help the Weak,,,,,Divine Weapon,,DivinePikeMedic,,0,,
1795,Cleansing Morningstar,,Uncommon,9,6,18,1,1,Mighty Bludgeon,Enervating Touch,Limited Heal,Inspiration,Cleansing Presence,Cleansing Presence,,,,,Divine Weapon,,Morningstar1,,0,,
1796,Demonic Blade,,Uncommon,9,11,18,1,1,Devastating Blow,Vicious Thrust,Vicious Thrust,Healing Blessing,Demonic Revenge,Demonic Miasma,,,,,Divine Weapon,,Divine blade 4,,0,,
1797,Cleansing Blade,,Uncommon,12,6,25,1,1,Dancing Cut,Potent Stab,Clumsy Chop,Cleansing Burst,Cleansing Burst,Cleansing Presence,,,,,Divine Weapon,,Divine blade 6,,0,,
1798,Virescent Spear,,Uncommon,12,6,25,1,1,Impaling Stab,Puncturing Stab,Stab,Enervating Touch,Healing Pulse,Healing Pulse,,,,,Divine Weapon,,DivineSpearVir,,0,,
1799,Temple Blade,,Uncommon,12,5,25,1,1,Greater Heal,Impaling Stab,Dancing Cut,Help the Weak,Clumsy Chop,Mind Leak,,,,,Divine Weapon,,DivineTemple,,0,,
1800,Hefty Mace,,Uncommon,15,15,30,2,1,Devastating Blow,Able Bash,Trained Bludgeon,Accelerated Thought,Healing Pulse,Enervating Touch,,,,,Divine Weapon,,DivineHeftyMace,,0,,
1801,Axe of the Dark Soul,,Uncommon,14,6,29,2,1,Raging Strike,Weak Chop,Weak Chop,Unholy Wellspring,Unholy Wellspring,Demonic Power,,,,,Divine Weapon,,DivineDarksoul,,0,,
1802,Lifesuck Spear,,Uncommon,16,8,32,2,1,Impaling Stab,Devastating Blow,Enervating Touch,Enervating Touch,Lunging Strike,Lunging Strike,,,,,Divine Weapon,,DivineSuckspear,,0,,
1803,Medic's Spear,,Rare,9,6,18,1,1,Able Stab,Able Stab,Able Stab,Twin Heals,Twin Heals,Light Heal,,,,,Divine Weapon,,Divine spear 5,,0,,
1804,Coruscating Blade,,Rare,11,15,22,1,1,Penetrating Stab,Penetrating Stab,Unholy Energy,Unholy Energy,Bad Luck,Purge,,,,,Divine Weapon,,DivineBladeCor,,0,,
1805,White Halberd,,Rare,15,12,30,2,1,Polearm Slash,Polearm Slash,Inspiration,Inspiration,Draining Touch,Weak Chop,,,,,Divine Weapon,,DivineWhite,,0,,
1806,Gray Blade,,Rare,15,17,30,2,1,Powerful Bash,Dancing Cut,Devastating Blow,Team Heal,Team Heal,Demonic Miasma,,,,,Divine Weapon,,DivineGrey,,0,,
1807,Pearl-handled Glaive,,Rare,18,17,36,2,2,Polearm Slash,Consecrate Ground,Consecrate Ground,Martyr Blessing,Able Stab,Sapping Spear,,,,,Divine Weapon,,DivineGlaive,,0,,
1808,St. Amarack's Cudgel,,Epic,6,6,12,0,0,Bludgeon,Bludgeon,Bludgeon,Mass Frenzy,Twin Heals,Twin Heals,,,,,Divine Weapon,,DivineCudgel,,0,,
1809,Cudgel of Healing Light,,Epic,9,1,18,1,1,Strong Bludgeon,Strong Bludgeon,Strong Bludgeon,Light Heal,Healing Pulse,Help the Weak,,,,,Divine Weapon,,DivineCudgelHeal,,0,,
1810,Rapier of Misfortune,,Epic,8,9,17,1,0,Nimble Strike,Nimble Strike,Fiery Stab,Bad Luck,Bad Luck,Bad Luck,,,,,Divine Weapon,,DivineRapier,,0,,
1811,St. Ozark's Blade,,Epic,10,8,20,1,1,Devastating Blow,Devastating Blow,Strong Hack,Limited Heal,Subtle Parry,Subtle Parry,,,,,Divine Weapon,,DivineOzark,,0,,
1812,Ripping Mace,,Epic,13,6,26,1,1,Sundering Strike,Sundering Strike,Lunging Bash,Inspiring Presence,Purge,Purge,,,,,Divine Weapon,,Divine Malign Mace,,0,,
1813,Inkdark Halberd,,Epic,12,12,24,1,1,Polearm Slash,Bludgeon,Bludgeon,Spear of Darkness,Spear of Darkness,Inspiring Presence,,,,,Divine Weapon,,DivineInkdark,,0,,
1814,St. Olf's Fiery Pike,,Epic,11,2,22,1,1,Fiery Stab,Fiery Stab,Stab,Stab,Mass Frenzy,Mass Frenzy,,,,,Divine Weapon,,Divine spear 4,,0,,
1815,Unholy Cudgel,,Epic,15,15,30,2,1,Powerful Bash,Strong Bludgeon,Strong Bludgeon,Trained Bludgeon,Unholy Energy,Unholy Energy,,,,,Divine Weapon,,DivineUnholyCudgel,,0,,
1816,Greyworm Mace,,Epic,15,15,30,2,1,Nimble Strike,Nimble Strike,Able Bash,Touch of Death,Mind Worm,Mind Worm,,,,,Divine Weapon,,HeavyMace,,0,,
1817,Healing Hand Mace,,Epic,18,17,37,2,2,Mighty Bludgeon,Mighty Bludgeon,Team Heal,Team Heal,Team Heal,Sundering Strike,,,,,Divine Weapon,,Mace,,0,,
1818,Whiteglow Flail,,Epic,18,17,36,2,2,Nimble Strike,Nimble Strike,Barge,Martyr Blessing,Impenetrable Nimbus,Boosted Heal,,,,,Divine Weapon,,DivineFlail,,0,,
1819,Nimbus Blade,,Epic,18,17,36,2,2,Polearm Slash,Strong Bash,Fiery Stab,Impenetrable Nimbus,Impenetrable Nimbus,Unholy Frenzy,,,,,Divine Weapon,,Divine blade 8,,0,,
1820,Godtouched Spear,,Epic,18,17,36,2,2,Potent Stab,Puncturing Stab,Penetrating Lunge,Inspiring Presence,Team Heal,Team Heal,,,,,Divine Weapon,,PlatinumSpear,,0,,
1821,Dark Drewg's Mace,,Legendary,6,1,12,0,0,Strong Hack,Strong Hack,Strong Bludgeon,Strong Bludgeon,Unholy Frenzy,Unholy Frenzy,,,,,Divine Weapon,,Weapon Mace 4,,0,,
1822,St. Alipp's Hammer,,Legendary,6,6,13,0,0,Able Bludgeon,Able Bludgeon,Able Bludgeon,Able Bludgeon,Mass Frenzy,Cleansing Ray,,,,,Divine Weapon,,DivineHammerAlipp,,0,,
1823,St. Portia's Maul,,Legendary,6,3,12,0,0,Strong Bludgeon,Strong Bludgeon,Strong Bludgeon,Consuming Spear,Consuming Spear,Consuming Spear,,,,,Divine Weapon,,Divine Hammer 5,,0,,
1824,God's Rage,,Legendary,9,6,18,1,1,Controlled Overswing,Controlled Overswing,Controlled Overswing,Twin Heals,Twin Heals,Blind Rage,,,,,Divine Weapon,,DivineHammerRage,,0,,
1825,Cadefel's Savage Maul,,Legendary,9,10,18,1,1,Lunging Bash,Lunging Bash,Lunging Bash,Cleansing Burst,Savage Curse,Savage Curse,,,,,Divine Weapon,,DivineMaul,,0,,
1826,St. Xarol's Mace,,Legendary,12,6,24,1,1,Greater Heal,Sundering Strike,Sundering Strike,Twin Heals,Sapping Spear,Sapping Spear,,,,,Divine Weapon,,DivineXarolMace,,0,,
1827,Darkblood Glaive,,Legendary,10,12,21,1,1,Polearm Slash,Invigorating Touch,Nimble Strike,Savage Curse,Savage Curse,Savage Curse,,,,,Divine Weapon,,DivineDarkblood,,0,,
1828,Bynzer's Black Spear,,Legendary,12,11,24,1,1,Mass Frenzy,Touch of Death,Spear of Darkness,Spear of Darkness,Spear of Darkness,Spear of Darkness,,,,,Divine Weapon,,DivineSpearBlack,,0,,
1829,Bynzer's Weighted Club,,Legendary,12,1,24,1,1,Barge,Barge,Barge,Barge,Unholy Frenzy,Unholy Frenzy,,,,,Divine Weapon,,DivineClubBlack,,0,,
1830,Knife of St. Blenko,,Legendary,15,6,30,2,1,Penetrating Lunge,Penetrating Lunge,Spear of Darkness,Spear of Darkness,Inspiring Presence,Inspiring Presence,,,,,Divine Weapon,,DivineKnifeBlenko,,0,,
1831,Gloomthirst,,Legendary,15,15,30,2,1,Perforating Strike,Perforating Strike,Consuming Spear,Accelerated Thought,Unholy Energy,Unholy Energy,,,,,Divine Weapon,,DivineGloom,,0,,
1832,Mindshrinker,,Legendary,15,15,31,2,1,Polearm Slash,Nimble Strike,Nimble Strike,Mind Worm,Mind Worm,Mind Worm,,,,,Divine Weapon,,DivineMind,,0,,
1833,Spear of St. Qaith,,Legendary,15,12,30,2,1,Vicious Thrust,Perforating Strike,Perforating Strike,Perforating Strike,Spear of Darkness,Soothing Darkness,,,,,Divine Weapon,,DivineSpearQuaith,,0,,
1834,Demigod's Hammer,,Legendary,18,17,36,2,2,Controlled Overswing,Controlled Overswing,Controlled Overswing,Soothing Darkness,Soothing Darkness,Team Heal,,,,,Divine Weapon,,DivineWeaponDemi,,0,,
1835,Godtouched Mace,,Legendary,18,17,36,2,2,Sundering Strike,Fiery Stab,Nimble Strike,Team Heal,Team Heal,Team Heal,,,,,Divine Weapon,,DivineHeftyMace,,0,,
1836,Brightblood Glaive,,Legendary,18,12,36,2,2,Polearm Slash,Sundering Strike,Consuming Spear,Consuming Spear,Inspiring Presence,Consecrate Ground,,,,,Divine Weapon,,DivineBrightnlood,,0,,
1837,St. Nyssa's Hammer,,Legendary,18,17,36,2,2,Strong Bash,Strong Bludgeon,Strong Bludgeon,Team Heal,Team Heal,Disorienting Block,,,,,Divine Weapon,,DivineNyssa,,0,,
1838,Thick Banded Mail,,Common,18,17,18,2,-1,Inspiring Armor,Heavy Armor,Thickened Mail,,,,,,,,Heavy Armor,,ArmorFroth,,0,,
1839,Northgale Plate,,Uncommon,15,12,15,1,-1,Crafted Mail,Heavy Armor,Rushing Aura,,,,,,,,Heavy Armor,,ArmorNorth,,0,,
1840,Cuirass of Froth,,Uncommon,15,8,15,1,-1,Frenzy Aura,Frenzy Aura,Ill-fitting Armor,,,,,,,,Heavy Armor,,ArmorFroth,,0,,
1841,Golden Splint Mail,,Uncommon,18,17,18,2,-1,Dynamic Armor,Flight Aura,Thickened Mail,,,,,,,,Heavy Armor,,ArmorSplint,,0,,
1842,Bulky Leather Vest,,Rare,3,3,3,0,-1,Thickened Mail,Reliable Hide Armor,Leather Harness,,,,,,,,Heavy Armor,,ArmorVest,,0,,
1843,Bulky Cloth Vest,,Rare,3,3,3,0,-1,Thickened Mail,Cloth Armor,Leather Harness,,,,,,,,Heavy Armor,,ArmorClothVest,,0,,
1844,Bulging Cuirass,,Rare,6,3,6,0,-1,Thickened Mail,Thickened Mail,Leather Harness,,,,,,,,Heavy Armor,,ArmorBulging,,0,,
1845,Perilous Ringmail,,Rare,6,5,6,0,-1,Reliable Mail,Thickened Mail,Traveling Curse,,,,,,,,Heavy Armor,,ArmorPerilous,,0,,
1846,Bulging Ringmail,,Rare,9,3,9,1,-1,Thickened Mail,Thickened Mail,Chain Harness,,,,,,,,Heavy Armor,,ArmorRingBulge,,0,,
1847,Stormward Pauldrons,,Rare,17,12,17,1,-1,Grounding Plates,Heavy Armor,Thickened Mail,,,,,,,,Heavy Armor,,ArmorPauldrons,,0,,
1848,Quornic's Armor,,Epic,6,3,6,0,-1,Chain Harness,Chain Harness,Weakened Armor,,,,,,,,Heavy Armor,,ArmorQuornic,,0,,
1849,Hawlic's Armor,,Epic,9,3,9,1,-1,Reliable Mail,Thickened Mail,Officer's Harness,,,,,,,,Heavy Armor,,ArmorHawlic,,0,,
1850,Granwick's Ringmail,,Epic,9,3,9,1,-1,Chain Harness,Chain Harness,Thickened Mail,,,,,,,,Heavy Armor,,ArmorGranwic,,0,,
1851,Hawlic's Glowing Shirt,,Legendary,6,3,6,0,-1,Chain Harness,Chain Harness,Leather Harness,,,,,,,,Heavy Armor,,ArmorShirt,,0,,
1852,Xander's Mail,,Legendary,6,3,6,0,-1,Reliable Mail,Officer's Harness,Officer's Harness,,,,,,,,Heavy Armor,,ArmorXander,,0,,
1853,Highbolt Jerkin,,Legendary,9,6,9,1,-1,Grounding Plates,Leather Harness,Leather Harness,,,,,,,,Heavy Armor,,ArmorJerkin,,0,,
1854,Aranak's Chain Web,,Legendary,15,6,15,1,-1,Grounding Plates,Chain Harness,Chain Harness,,,,,,,,Heavy Armor,,ArmorPants,,0,,
1855,Vinorkin's Cuirass,,Legendary,12,12,12,1,-1,Arrogant Armor,Arrogant Armor,Leather Harness,,,,,,,,Heavy Armor,,ArmorVinorkin,,0,,
1856,Clovidian's Mail,,Legendary,12,3,12,1,-1,Reliable Mail,Reliable Mail,Toughened Hide Strips,,,,,,,,Heavy Armor,,ArmorClovidian,,0,,
1857,Juniper's Jumper,,Legendary,15,3,15,1,-1,Enchanted Harness,Chain Harness,Chain Harness,,,,,,,,Heavy Armor,,ArmorJumper,,0,,
1858,Ozone Plates,,Legendary,16,6,16,1,-1,Grounding Plates,Chain Harness,Lunging Bash,,,,,,,,Heavy Armor,,ArmorOzone,,0,,
1859,Rolf's Reliable Platemail,,Legendary,18,1,18,2,-1,Reliable Mail,Reliable Mail,Reliable Mail,,,,,,,,Heavy Armor,,ArmorReliable,,0,,
1860,Bern's Untouchable Mail,,Legendary,18,12,18,2,-1,Arrogant Armor,Arrogant Armor,Arrogant Armor,,,,,,,,Heavy Armor,,ArmorBerns,,0,,
1861,Steel Cap,,Common,12,6,12,1,-1,Thick Hide Armor,"Walk, Team!",War Cry,,,,,,,,Helmet,,Helmet Spangen 1,,0,,
1862,Barking Cap,,Common,15,8,15,1,-1,"Scuttle, Team!","Scuttle, Team!",Ill-fitting Armor,,,,,,,,Helmet,,Helmet Spangen 2,,0,,
1863,Rusted Headdress,,Common,15,6,15,1,-1,"Scuttle, Team!",Battlefield Training,Rusty Armor,,,,,,,,Helmet,,HelmetRusted,,0,,
1864,Cap of Soaring,,Common,18,17,18,2,-1,Flight Aura,Battlefield Training,Battlefield Training,,,,,,,,Helmet,,HelmetCapSoar,,0,,
1865,Commander's Cap,,Common,17,6,17,1,-1,"Scuttle, Team!","Dash, Team!",Reliable Hide Armor,,,,,,,,Helmet,,HelmetCapCom,,0,,
1866,Helmet of Thorns,,Uncommon,6,5,6,0,-1,Spiked Mail,War Cry,Ouch!,,,,,,,,Helmet,,HemletThorns,,0,,
1867,Fool's Coif,,Uncommon,7,6,7,0,-1,Quick Reactions,Lifesaving Block,Obvious Maneuver,,,,,,,,Helmet,,HelmetCoifServant,,0,,
1868,Bellowing Helm,,Uncommon,9,3,9,1,-1,War Cry,War Cry,Thick Hide Armor,,,,,,,,Helmet,,Helmet Bucket 8,,0,,
1869,Helm of Breezes,,Uncommon,16,17,16,1,-1,Flight Aura,"Run, Team!","Shuffle, Team!",,,,,,,,Helmet,,Helmet Bucket 13,,0,,
1870,Rusty Marshall's Cap,,Rare,9,6,9,1,-1,Rusty Armor,Rusty Armor,Advanced Battlefield Training,,,,,,,,Helmet,,Helmet Bucket 10,,0,,
1871,Shiny Chain Coif,,Rare,9,3,9,1,-1,Chain Harness,Thick Hide Armor,War Cry,,,,,,,,Helmet,,Helmet Mail 1,,0,,
1872,Silver Helmet,,Rare,15,12,15,1,-1,Rushing Aura,"Scuttle, Team!",Dodge,,,,,,,,Helmet,,Helmet Knight 1,,0,,
1873,Helm of Alacrity,,Rare,18,12,18,2,-1,Rushing Aura,"Sprint, Team!",Retreat,,,,,,,,Helmet,,Helmet Bucket 4,,0,,
1874,Tough Leather Cap,,Rare,17,15,17,1,-1,Toughened Hide Strips,All Out Attack,"Dash, Team!",,,,,,,,Helmet,,Cap Trainee,,0,,
1875,Major's Helmet,,Epic,16,6,16,1,-1,Officer's Harness,"Sprint, Team!",Battlefield Training,,,,,,,,Helmet,,Helmet Coif 5,,0,,
1876,Sergeant's Helm,,Epic,18,6,18,2,-1,Chain Harness,Advanced Battlefield Training,"Walk, Team!",,,,,,,,Helmet,,Helmet Spartan 3,,0,,
1877,Helm of Reinforcement,,Epic,18,3,18,2,-1,Enchanted Harness,Enchanted Harness,Reliable Hide Armor,,,,,,,,Helmet,,Helmet Coif 2,,0,,
1878,Captain Cedric's Helm,,Legendary,6,3,6,0,-1,Reliable Mail,Officer's Harness,Officer's Harness,,,,,,,,Helmet,,Helmet Bucket 17,,0,,
1879,Lt. Buckwell's Strapping,,Legendary,6,3,6,0,-1,Chain Harness,Chain Harness,Officer's Harness,,,,,,,,Helmet,,HelmetStrap,,0,,
1880,Duncan's Chain Cap,,Legendary,9,3,9,1,-1,Chain Harness,Chain Harness,Chain Harness,,,,,,,,Helmet,,HelmetChaincap,,0,,
1881,Duncan's Leather Cap,,Legendary,9,3,9,1,-1,Enchanted Harness,Leather Harness,Leather Harness,,,,,,,,Helmet,,HelmetLeatherCap,,0,,
1882,Forrtescue's Feathered Cap,,Legendary,13,7,13,1,-1,Toughened Hide Strips,"Sprint, Team!",Dodge,,,,,,,,Helmet,,Helmetfeather,,0,,
1883,Ariston's Helmet,,Legendary,12,3,12,1,-1,Chain Harness,Chain Harness,Barge,,,,,,,,Helmet,,Helmet Spartan 4,,0,,
1884,Zoltan's Helm,,Legendary,16,6,16,1,-1,Chain Harness,Advanced Battlefield Training,Lunging Bash,,,,,,,,Helmet,,Helmet Bucket 12,,0,,
1885,Wenham's Leather Coif,,Legendary,16,6,16,1,-1,Leather Harness,"Sprint, Team!",Barge,,,,,,,,Helmet,,HelmetWeman,,0,,
1886,General Gideon's Helm,,Legendary,18,6,18,2,-1,Officer's Harness,Advanced Battlefield Training,Advanced Battlefield Training,,,,,,,,Helmet,,Helmet Bucket 7,,0,,
1887,General Jelom's Helm,,Legendary,18,3,18,2,-1,Enchanted Harness,Enchanted Harness,Officer's Harness,,,,,,,,Helmet,,Helmet Bucket 14,,0,,
1888,Absolem's Leather Shoes,,Legendary,6,6,6,0,-1,Leather Harness,Leather Harness,Escaping Run,,,,,,,,Boots,,BootsShoe,,0,,
1889,Lt. Buckwell's Boots,,Legendary,6,6,6,0,-1,Officer's Harness,Flanking Move,Flanking Move,,,,,,,,Boots,,BootsBuckwell,,0,,
1890,Clowen's Boots,,Legendary,9,6,9,1,-1,Chain Harness,Chain Harness,Flanking Move,,,,,,,,Boots,,BootsClowen,,0,,
1891,Og's Boots of Peril,,Legendary,10,3,10,1,-1,Enchanted Harness,Wild Run,Dangerous Maneuver,,,,,,,,Boots,,BootsPeril,,0,,
1892,Eadrik's Boots,,Legendary,9,3,9,1,-1,Leather Harness,Leather Harness,Violent Spin,,,,,,,,Boots,,BootsEadrik,,0,,
1893,Gzellin's Boots,,Legendary,12,12,12,1,-1,Toughened Hide Strips,Escaping Run,Energizing Move,,,,,,,,Boots,,BootsGzellin,,0,,
1894,Captain Cedric's Boots,,Legendary,16,11,16,1,-1,Team Walk,Flanking Move,Flanking Move,,,,,,,,Boots,,BootsCedrik,,0,,
1895,Inara's Boots,,Legendary,15,6,15,1,-1,Chain Harness,Escaping Run,Escaping Run,,,,,,,,Boots,,BootsInara,,0,,
1896,Leomunk's Kickin' Boots,,Legendary,16,12,16,1,-1,Energizing Move,Energizing Move,Lunging Bash,,,,,,,,Boots,,BootsKickin,,0,,
1897,Nasrum's Moccasins,,Legendary,18,3,18,2,-1,Enchanted Harness,Enchanted Harness,Dangerous Maneuver,,,,,,,,Boots,,BootsNazrum,,0,,
1898,Pergop's Slippers,,Legendary,18,3,18,2,-1,Toughened Hide Strips,Violent Spin,Violent Spin,,,,,,,,Boots,,BootsSlippers,,0,,
1899,Yancley's Boots,,Legendary,18,16,18,2,-1,Reliable Mail,Energizing Move,Leap,,,,,,,,Boots,,BootsYance,,0,,
1900,Lt. Morrison's Helmet,,Epic,9,7,9,1,-1,Reliable Hide Armor,Barge,Dodge,,,,,,,,Helmet,,Helmet Bucket 2,,0,,
1901,Angry Jack's Helmet,,Epic,12,6,12,1,-1,Reliable Mail,"Walk, Team!",Blind Rage,,,,,,,,Helmet,,HelmetAngry,,0,,
1902,Mathiam's Helm,,Epic,13,6,13,1,-1,Chain Harness,Weak Chop,"Sprint, Team!",,,,,,,,Helmet,,HelmetMath,,0,,
1903,Quigley's Cap,,Epic,14,6,14,1,-1,Chain Harness,Chain Harness,"Dash, Team!",,,,,,,,Helmet,,HelmetQuig,,0,,
1904,Robes of Levitation,,Uncommon,9,3,9,1,-1,Thick Hide Armor,Hover,Hover,,,,,,,,Robes,,RobeLev,,0,,
1905,Forcefield Robes,,Uncommon,11,3,11,1,-1,Mail,Missile Block,Missile Block,,,,,,,,Robes,,RobesForce,,0,,
1906,Robes of Illusion,,Uncommon,12,13,12,1,-1,Reliable Hide Armor,Wall of Illusion,Wall of Illusion,,,,,,,,Robes,,RobeIllusion,,0,,
1907,Quickfoot Robes,,Uncommon,15,12,15,1,-1,Arcane Aura,Rushing Aura,Rushing Aura,,,,,,,,Robes,,RobeQuickfoot,,0,,
1908,Scarlet Robes,,Uncommon,18,5,18,2,-1,Arcane Aura,Gusts of War,Weakened Armor,,,,,,,,Robes,,RobesScarlet,,0,,
1909,Turquoise Robes,,Rare,4,3,4,0,-1,Rusty Armor,Force Cone,Big Zap,,,,,,,,Robes,,RobesTurq,,0,,
1910,Static Robes,,Rare,3,5,3,0,-1,Shimmering Aura,Thick Hide Armor,Mind Leak,,,,,,,,Robes,,RobesStatic,,0,,
1911,Ochre Robes,,Rare,5,6,5,0,-1,Resistant Hide,Little Zap,Officer's Harness,,,,,,,,Robes,,RobesOchre,,0,,
1912,Toasty Robes,,Rare,6,5,6,0,-1,Hardy Mail,Hot Spot,Officer's Harness,,,,,,,,Robes,,RobeToasty,,0,,
1913,Forceful Robes,,Rare,8,6,8,0,-1,Resistant Hide,Force Cone,Force Bolt,,,,,,,,Robes,,RobesForceful,,0,,
1914,Ironcurse Robes,,Rare,9,6,9,1,-1,Reliable Mail,Perplexing Ray,Traveling Curse,,,,,,,,Robes,,RobesIroncurse,,0,,
1915,Wingtip Robes,,Rare,18,17,18,2,-1,Flight Aura,Flight Aura,Leap,,,,,,,,Robes,,RobesWingtip,,0,,
1916,Rockshard Robes,,Epic,6,6,6,0,-1,Resistant Hide,Stone Spikes,Stone Spikes,,,,,,,,Robes,,RobeRockshard,,0,,
1917,Firehide Robes,,Epic,6,6,6,0,-1,Resistant Hide,Firestorm,Firestorm,,,,,,,,Robes,,RobesFirehide,,0,,
1918,Blasting Robes,,Epic,9,3,9,1,-1,Hardy Mail,Force Cone,Force Cone,,,,,,,,Robes,,RobesBlast,,0,,
1919,Lightfoot Robes,,Epic,9,6,9,1,-1,Hardy Mail,Flanking Move,Flanking Move,,,,,,,,Robes,,RobesLightfoot,,0,,
1920,Bloodfoot Robes,,Epic,15,12,15,1,-1,Arcane Aura,Path of Knives,Path of Knives,,,,,,,,Robes,,RobesBloodfoot,,0,,
1921,Robes of the Crab,,Epic,18,17,18,2,-1,Flight Aura,Leap,Leap,,,,,,,,Robes,,RobesCrab,,0,,
1922,Bimson's Glowstone Robes,,Legendary,6,5,6,0,-1,Shimmering Aura,Shimmering Aura,Stone Spikes,,,,,,,,Robes,,RobesGlow,,0,,
1923,Robes of Foz,,Legendary,6,3,6,0,-1,Reliable Mail,Dangerous Maneuver,Dangerous Maneuver,,,,,,,,Robes,,RobeBimson,,0,,
1924,Vira's Shimmering Robes,,Legendary,9,3,9,1,-1,Shimmering Aura,Shimmering Aura,Shimmering Aura,,,,,,,,Robes,,RobeShimmering,,0,,
1925,Hylithia's Robes,,Legendary,9,5,9,1,-1,Arcane Shell,Officer's Harness,Officer's Harness,,,,,,,,Robes,,RobesHylith,,0,,
1926,Perrio's Kinetic Robes,,Legendary,12,3,12,1,-1,Reliable Mail,Telekinesis,Telekinesis,,,,,,,,Robes,,RobesPerro,,0,,
1927,Robes of Avak Seth,,Legendary,12,5,12,1,-1,Arcane Shell,Force Cone,Toughened Hide Strips,,,,,,,,Robes,,RobesSeth,,0,,
1928,Prillith's Robes of Pain,,Legendary,15,12,15,1,-1,Arcane Shell,Path of Knives,Path of Knives,,,,,,,,Robes,,RobesOfPain,,0,,
1929,Uula's Whirling Robes,,Legendary,15,11,15,1,-1,Arcane Shell,Whirlwind,Whirlwind,,,,,,,,Robes,,RobesWhirl,,0,,
1930,Robes of White Wylla,,Legendary,18,5,18,2,-1,Arcane Shell,Arcane Shell,Dangerous Maneuver,,,,,,,,Robes,,RobesWhitey,,0,,
1931,Axander's Robes,,Legendary,18,16,18,2,-1,Arcane Shell,Leap,Force Cone,,,,,,,,Robes,,RobesAxander,,0,,
1932,Unstable Staff,,Common,5,3,10,0,0,Devastating Spark,Devastating Spark,Spark,Spark,Unstable Bolt,Unstable Bolt,,,,,Staff,,StaffUnstable,,0,,
1933,Pulsing Staff,,Common,11,3,23,1,1,Surging Blast,Sorcerous Blast,Penetrating Bolt,Short Spark,Spark,Long Spark,,,,,Staff,,Staffpulse,,0,,
1934,Surging Staff,,Common,15,3,30,2,1,Surging Blast,Surging Blast,Surging Bolt,Surging Bolt,Long Spark,Long Spark,,,,,Staff,,StaffSurging,,0,,
1935,Scarlet Staff,,Common,14,3,29,2,1,Mighty Spark,Penetrating Bolt,Penetrating Bolt,Short Spark,Short Spark,Lunging Strike,,,,,Staff,,StaffScarlet,,0,,
1936,Overloaded Staff,,Common,15,1,30,2,1,Obliterating Spark,Mighty Spark,Mighty Spark,Weak Strike,Weak Strike,Desperate Block,,,,,Staff,,StaffOverload,,0,,
1937,Sizzlespark Staff,,Common,17,16,35,2,1,Mighty Spark,Surging Blast,Acid Jet,Sizzling Bolt,Smoke Bomb,Spark,,,,,Staff,,StaffSizzle,,0,,
1938,Crimson Staff,,Common,18,2,36,2,2,Penetrating Bolt,Penetrating Bolt,Sizzling Bolt,Sizzling Bolt,Acid Jet,Acid Jet,,,,,Staff,,StaffCrimson,,0,,
1939,Lavender Staff,,Uncommon,6,5,12,0,0,Mighty Spark,Acid Jet,Bungled Bolt,Bungled Bolt,Unstable Bolt,Brain Burn,,,,,Staff,,StaffLavender,,0,,
1940,Sorcerery Staff,,Uncommon,6,5,12,0,0,Sorcerous Blast,Sorcerous Blast,Sorcerous Bolt,Unstable Bolt,Unstable Bolt,Brain Burn,,,,,Staff,,StaffSorcerer,,0,,
